GSWA TSG Summary Mineral Log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,27.0,N.A.,0.484534,N.A.,N.A.,0.4809223,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0345435,N.A.,N.A.,0.2399909,0.0414218,904.05481,0.0114664,0.2778208,2199.1203,0.0638081,2255.4636,N.A.,0.4310044,N.A.,0.002948,N.A.,N.A.,N.A.,N.A.,N.A.,0.3692131,N.A.,N.A.,0.0129004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1811218,N.A.,N.A.,0.002812,N.A.,0.1558363,0.0132175,11336.704
27.0,28.0,N.A.,0.5524877,N.A.,N.A.,0.3860269,0.0019276,N.A.,N.A.,N.A.,N.A.,N.A.,0.0595576,N.A.,N.A.,0.2456711,0.0385997,905.37793,0.0143625,0.2916935,2199.445,0.0465637,2255.5307,N.A.,0.3921213,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3674205,N.A.,N.A.,0.001645,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.23442,N.A.,N.A.,0.004393,N.A.,0.1463912,0.0157458,11326.652
28.0,29.0,N.A.,0.4928037,N.A.,N.A.,0.4956089,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0115872,N.A.,N.A.,0.2374187,0.0404752,900.86584,0.0098856,0.2932,2200.4956,0.064802,2255.5085,N.A.,0.4748525,0.0073012,0.0013161,N.A.,N.A.,N.A.,N.A.,N.A.,0.3711617,N.A.,N.A.,0.0272261,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1181422,N.A.,N.A.,N.A.,N.A.,0.1750879,0.0088121,11340.966
29.0,30.0,N.A.,0.4804756,N.A.,N.A.,0.4982478,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0212764,N.A.,N.A.,0.2423142,0.040795,902.26855,0.0107865,0.3037313,2200.4416,0.0615321,2255.3313,N.A.,0.441848,0.0026445,0.0026612,N.A.,N.A.,N.A.,N.A.,N.A.,0.3892473,N.A.,N.A.,0.009167,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1544317,N.A.,N.A.,N.A.,N.A.,0.1564612,0.0101289,11331.981
30.0,31.0,N.A.,0.5052527,N.A.,N.A.,0.3897872,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.10496,N.A.,N.A.,0.2612157,0.0396639,905.89569,0.0141465,0.2858578,2200.2751,0.0459442,2255.7028,N.A.,0.4413945,0.0067086,0.0018126,N.A.,N.A.,N.A.,N.A.,N.A.,0.3159953,N.A.,N.A.,0.0058759,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2282129,N.A.,N.A.,N.A.,N.A.,0.1561447,0.0204752,11338.055
31.0,32.0,N.A.,0.5429259,N.A.,N.A.,0.3578497,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0992243,N.A.,N.A.,0.2537913,0.0375558,911.00427,0.0146481,0.2753748,2200.7016,0.0378005,2255.1699,N.A.,0.3920882,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2691567,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3387549,N.A.,N.A.,N.A.,N.A.,0.1378455,0.0251831,11323.696
32.0,33.0,N.A.,0.5117934,N.A.,N.A.,0.4113235,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0768829,N.A.,N.A.,0.2577283,0.0382148,908.62158,0.0146019,0.2783481,2200.882,0.0472388,2254.737,N.A.,0.4189869,0.0006013,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2875104,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2929012,N.A.,N.A.,N.A.,N.A.,0.1505374,0.0197214,11324.898
33.0,34.0,N.A.,0.5242455,N.A.,N.A.,0.4581081,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0176462,N.A.,N.A.,0.2493227,0.039349,900.6878,0.0120713,0.2935842,2201.0109,0.0528597,2255.1425,N.A.,0.4387734,N.A.,0.0016728,N.A.,N.A.,N.A.,N.A.,N.A.,0.3887357,N.A.,N.A.,0.0049961,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1658218,N.A.,N.A.,N.A.,N.A.,0.1588487,0.0107217,11331.436
34.0,35.0,N.A.,0.4643324,N.A.,N.A.,0.4826815,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0529859,N.A.,N.A.,0.2569901,0.0404719,905.1192,0.0123978,0.268987,2200.8586,0.0586278,2254.5131,N.A.,0.4460216,N.A.,0.0022077,N.A.,N.A.,N.A.,N.A.,N.A.,0.3037594,N.A.,N.A.,0.0006614,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2466986,N.A.,N.A.,0.0006509,N.A.,0.1580127,0.015854,11338.173
35.0,36.0,N.A.,0.4533225,N.A.,N.A.,0.486296,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0603813,N.A.,N.A.,0.2542819,0.0430503,905.88995,0.0125973,0.2767445,2200.4887,0.0640096,2254.7214,N.A.,0.4854404,0.0008478,0.0032976,N.A.,N.A.,N.A.,N.A.,N.A.,0.2872451,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2231688,N.A.,N.A.,N.A.,N.A.,0.1598916,0.0147162,11340.265
36.0,37.0,N.A.,0.4477399,N.A.,N.A.,0.4565988,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0956612,N.A.,N.A.,0.2634777,0.0427132,909.25634,0.0150103,0.2606594,2201.0939,0.0541334,2254.6306,N.A.,0.4215296,N.A.,0.0013943,N.A.,N.A.,N.A.,N.A.,N.A.,0.2603361,N.A.,N.A.,0.0018358,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.314904,N.A.,N.A.,N.A.,N.A.,0.1491113,0.0235397,11328.1
37.0,38.0,N.A.,0.50165,N.A.,N.A.,0.408095,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0902548,N.A.,N.A.,0.2485415,0.0434995,910.39257,0.0166793,0.2892272,2201.0412,0.0457714,2254.8955,N.A.,0.3701649,N.A.,0.0038499,N.A.,N.A.,N.A.,N.A.,N.A.,0.3356879,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2895672,N.A.,N.A.,0.0007298,N.A.,0.1443757,0.0227119,11327.346
38.0,39.0,N.A.,0.5917017,N.A.,N.A.,0.3933438,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0149544,N.A.,N.A.,0.2539365,0.0416072,901.35266,0.0114936,0.3136,2201.2382,0.0487359,2255.4167,N.A.,0.5343511,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3385104,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1271384,N.A.,N.A.,N.A.,N.A.,0.1728209,0.0074576,11335.648
39.0,40.0,N.A.,0.5530331,N.A.,N.A.,0.4361108,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.010856,N.A.,N.A.,0.2501793,0.0431157,898.90893,0.0123765,0.3119805,2201.2629,0.0512806,2255.1972,N.A.,0.4753443,0.0026448,0.0019027,N.A.,N.A.,N.A.,N.A.,N.A.,0.4037816,N.A.,N.A.,0.0069633,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1074831,N.A.,N.A.,0.0018798,N.A.,0.1641046,0.0062263,11344.964
40.0,41.0,N.A.,0.473495,N.A.,N.A.,0.4659964,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0605085,N.A.,N.A.,0.2353572,0.0408938,905.00408,0.0112437,0.2476899,2200.7006,0.0538855,2254.4897,N.A.,0.4171432,N.A.,0.0008925,N.A.,N.A.,N.A.,N.A.,N.A.,0.3065819,N.A.,N.A.,0.0032394,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2711622,N.A.,N.A.,0.0009805,N.A.,0.1553357,0.017206,11344.282
41.0,42.0,N.A.,0.491727,N.A.,N.A.,0.4774304,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0308424,N.A.,N.A.,0.2563571,0.0412097,903.70043,0.0125351,0.2858191,2201.2126,0.0541956,2254.8247,N.A.,0.4268488,0.0008536,0.0014389,N.A.,N.A.,N.A.,N.A.,N.A.,0.3403804,N.A.,N.A.,0.0043557,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2245066,N.A.,N.A.,0.0016156,N.A.,0.1571391,0.017175,11339.377
42.0,43.0,N.A.,0.4280685,N.A.,N.A.,0.5033918,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0685396,N.A.,N.A.,0.2438246,0.0425612,906.56787,0.0108129,0.2499425,2200.2946,0.0633348,2254.8076,N.A.,0.4804171,0.0007776,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2424366,N.A.,N.A.,0.0036678,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2727006,N.A.,N.A.,N.A.,N.A.,0.1586069,0.0217816,11336.656
43.0,44.0,N.A.,0.4789906,N.A.,N.A.,0.4411635,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0798458,N.A.,N.A.,0.2577715,0.0408934,908.15136,0.0131235,0.2707108,2201.1086,0.0520682,2254.5,N.A.,0.4084033,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3035736,N.A.,N.A.,0.0009989,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2862853,N.A.,N.A.,0.0007387,N.A.,0.1514765,0.0199499,11336.304
44.0,45.0,N.A.,0.5184464,N.A.,N.A.,0.4325843,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0489691,N.A.,N.A.,0.2585697,0.0358968,901.40679,0.0191777,0.2408429,2201.3796,0.045545,2254.8855,N.A.,0.3984745,0.0125066,0.0187991,N.A.,N.A.,N.A.,N.A.,N.A.,0.2845094,N.A.,N.A.,0.0028092,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2785276,0.0043732,N.A.,N.A.,N.A.,0.1493078,0.014899,11350.732
45.0,46.0,N.A.,0.4329438,N.A.,N.A.,0.5316771,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.035379,N.A.,N.A.,0.2528744,0.0416267,897.44982,0.013331,0.243488,2201.1638,0.0668322,2254.801,N.A.,0.4566182,0.0107641,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.298669,N.A.,N.A.,0.0287944,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2051541,N.A.,N.A.,N.A.,N.A.,0.161669,0.0095987,11384.456
46.0,47.0,N.A.,0.4468922,N.A.,N.A.,0.4576367,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0954709,N.A.,N.A.,0.2534972,0.0400023,911.41772,0.0141238,0.2302011,2201.2597,0.0455804,2254.6372,N.A.,0.3726085,N.A.,0.0038597,N.A.,N.A.,N.A.,N.A.,N.A.,0.2569676,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3665641,N.A.,N.A.,N.A.,N.A.,0.1408071,0.0273692,11344.974
47.0,48.0,N.A.,0.5214489,N.A.,N.A.,0.4485581,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0299929,N.A.,N.A.,0.2415177,0.0404179,904.42419,0.0070201,0.2237692,2201.258,0.0544666,2255.1738,N.A.,0.5161845,0.0007359,0.0016671,N.A.,N.A.,N.A.,N.A.,N.A.,0.3075059,N.A.,N.A.,0.0050066,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1688996,N.A.,N.A.,N.A.,N.A.,0.1773452,0.0106913,11372.248
48.0,49.0,N.A.,0.6272888,N.A.,N.A.,0.3727111,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2292671,0.03851,900.44152,0.005624,0.2399626,2201.5944,0.0406813,2255.6203,N.A.,0.4027078,N.A.,0.0019849,N.A.,N.A.,N.A.,N.A.,N.A.,0.4635557,N.A.,N.A.,0.0072118,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1090676,N.A.,N.A.,0.015472,N.A.,0.1566839,0.0051314,11376.787
49.0,50.0,N.A.,0.4978703,N.A.,N.A.,0.4303509,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0717786,N.A.,N.A.,0.2311819,0.0409896,909.74725,0.0096533,0.2335874,2201.1872,0.0484865,2255.3339,N.A.,0.4002774,0.0034436,0.0070375,N.A.,N.A.,N.A.,N.A.,N.A.,0.3528659,N.A.,N.A.,0.0090514,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2256506,N.A.,N.A.,0.0016733,N.A.,0.1450582,0.0181674,11348.951
50.0,51.0,N.A.,0.4512823,N.A.,N.A.,0.4161353,N.A.,N.A.,0.0030703,N.A.,N.A.,N.A.,0.1295119,N.A.,N.A.,0.2454081,0.0386189,913.84606,0.0155551,0.2196421,2199.0961,0.0404981,2255.2578,N.A.,0.3440597,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2579306,N.A.,N.A.,0.0012585,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3945915,N.A.,N.A.,0.0021595,N.A.,0.1316937,0.0274783,11331.932
51.0,52.0,N.A.,0.3836935,N.A.,N.A.,0.461511,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1547954,N.A.,N.A.,0.243475,0.0418497,924.39227,0.0141821,0.205038,2199.9572,0.0454446,2255.5539,N.A.,0.4029074,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1867092,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.4103832,N.A.,N.A.,N.A.,N.A.,0.1353121,0.0333629,11323.112
52.0,53.0,N.A.,0.5440305,N.A.,N.A.,0.4233419,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0326275,N.A.,N.A.,0.2486092,0.0380443,906.63189,0.0086107,0.2533714,2201.1386,0.042797,2255.0871,N.A.,0.430681,0.0017418,0.0019208,N.A.,N.A.,N.A.,N.A.,N.A.,0.3115331,N.A.,N.A.,0.0127516,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.239319,N.A.,N.A.,0.0020524,N.A.,0.152703,0.0162411,11346.122
53.0,54.0,N.A.,0.508835,N.A.,N.A.,0.4525053,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0386596,N.A.,N.A.,0.236903,0.0389121,907.48785,0.0073667,0.2392221,2201.0773,0.0456805,2255.3447,N.A.,0.4642444,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2467361,N.A.,N.A.,0.0021661,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2853013,N.A.,N.A.,0.0015518,N.A.,0.1557912,0.0176162,11346.653
54.0,55.0,N.A.,0.4601756,N.A.,N.A.,0.4749772,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0648471,N.A.,N.A.,0.2407163,0.0391287,911.71789,0.008853,0.2176431,2200.5537,0.0472564,2255.093,N.A.,0.3827876,0.0037751,0.0025877,N.A.,N.A.,N.A.,N.A.,N.A.,0.2562205,N.A.,N.A.,0.0186313,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3343733,N.A.,N.A.,0.0016241,N.A.,0.1380738,0.0226462,11349.289
55.0,56.0,N.A.,0.472778,N.A.,N.A.,0.4666603,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0605616,N.A.,N.A.,0.2354332,0.0389126,909.25006,0.0087955,0.2214338,2200.9143,0.0475306,2255.5957,N.A.,0.4215709,0.0092944,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2788162,N.A.,N.A.,0.0096877,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2799307,N.A.,N.A.,0.0006998,N.A.,0.1379719,0.0181914,11345.002
56.0,57.0,N.A.,0.4228577,N.A.,N.A.,0.5194323,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0577099,N.A.,N.A.,0.2208126,0.0390369,909.75463,0.0067616,0.206512,2200.7146,0.0578134,2255.9716,N.A.,0.4233127,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2804232,N.A.,N.A.,0.0104277,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2858363,N.A.,N.A.,N.A.,N.A.,0.1370745,0.0175124,11355.935
57.0,58.0,N.A.,0.2979915,N.A.,N.A.,0.6898067,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0122017,N.A.,N.A.,0.221732,0.0435711,904.9588,0.004178,0.1729199,2200.3916,0.102032,2255.625,N.A.,0.5310192,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2623257,N.A.,N.A.,0.0379278,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1678447,N.A.,N.A.,0.0008825,N.A.,0.1588393,0.0097844,11352.556
58.0,59.0,N.A.,0.374728,N.A.,N.A.,0.5898539,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0354179,N.A.,N.A.,0.2156346,0.0418938,907.58221,0.0055501,0.2014452,2200.6892,0.0750959,2255.9038,N.A.,0.4943754,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2669954,N.A.,N.A.,0.0368875,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1991381,N.A.,N.A.,0.0026034,N.A.,0.1551007,0.0135347,11355.951
59.0,60.0,N.A.,0.507442,N.A.,N.A.,0.4302178,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.06234,N.A.,N.A.,0.23304,0.0397117,912.86303,0.0095488,0.2440365,2200.2631,0.043427,2255.9624,N.A.,0.414591,N.A.,0.0016113,N.A.,N.A.,N.A.,N.A.,N.A.,0.3283398,N.A.,N.A.,0.0201526,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.235305,N.A.,N.A.,N.A.,N.A.,0.141068,0.017967,11346.599
60.0,61.0,N.A.,0.5606423,N.A.,N.A.,0.4194456,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.019912,N.A.,N.A.,0.2415941,0.0398742,906.63714,0.0078537,0.2489123,2201.0986,0.0423263,2255.5986,N.A.,0.4706357,0.0022631,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3324669,N.A.,N.A.,0.0073384,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.186719,0.0005766,N.A.,N.A.,N.A.,0.1599124,0.0111879,11352.399
61.0,62.0,N.A.,0.4916895,N.A.,N.A.,0.3737709,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1345395,N.A.,N.A.,0.2287298,0.0377224,917.79235,0.0114044,0.1910225,2200.3923,0.0316346,2255.215,N.A.,0.2265379,0.0024844,0.0043123,N.A.,N.A.,N.A.,N.A.,N.A.,0.3564015,N.A.,N.A.,0.0365003,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3688207,0.0011892,N.A.,0.0037532,N.A.,0.1050461,0.0283562,11326.882
